monitoring_location,stn_code,latitude,longitude,geocode_query,geocoded
Hesaraghatta Lake,3597,13.1671063,77.4921957,"hesaraghatta lake, Karnataka, India",True
Hoskere Lake,3636,14.5415972,74.3256803,"lake, Karnataka, India",True
Hulikere Lake,3559,14.5415972,74.3256803,"lake, Karnataka, India",True
Hunasina Kere Lake,3660,12.2710955,76.6121216,"kere lake, Karnataka, India",True
Jakksandra Lake (Kasavanahalli Lake ),4546,12.9055682,77.6907484,"lake kasavanahalli lake, Karnataka, India",True
Kachohalli Lake,4097,14.5415972,74.3256803,"lake, Karnataka, India",True
Kammagondanahalli Lake,4540,13.0685129,77.5241545,"kammagondanahalli lake, Karnataka, India",True
Kammasandra Lake,4530,12.8255739,77.6950614,"kammasandra lake, Karnataka, India",True
Kelegere Lake,3684,14.5415972,74.3256803,"lake, Karnataka, India",True
Kondajjikere Lake,3695,14.5415972,74.3256803,"lake, Karnataka, India",True
Kothanuru Lake,4544,12.876558,77.577147,"kothanuru lake, Karnataka, India",True
Kunduvadakere Lake,3692,14.5415972,74.3256803,"lake, Karnataka, India",True
Malathahalli Lake,3635,14.5415972,74.3256803,"lake, Karnataka, India",True
Mangamanapalya Lake(Swarana Kunte),4547,13.5280059,77.1008438,"kunte, Karnataka, India",True
Mulbagalu Lake,3644,14.5415972,74.3256803,"lake, Karnataka, India",True
Nagavara Lake,3626,13.0448482,77.6069212,"nagavara lake, Karnataka, India",True
Nuggikere Lake,3687,14.5415972,74.3256803,"lake, Karnataka, India",True
Pattandur Agrahara Lake,4524,12.9763221,77.7452351,"pattandur agrahara lake, Karnataka, India",True
Sadaramangala Lake,4514,14.5415972,74.3256803,"lake, Karnataka, India",True
Sathyamangala Kere Pond,3674,15.8222671,74.4804051,"pond, Karnataka, India",True
Seetharampalya Lake,4525,12.9823687,77.7131608,"seetharampalya lake, Karnataka, India",True
Sheelavanta- Whitefield Lake,4527,14.5415972,74.3256803,"lake, Karnataka, India",True
Somasundrapalya Lake,3622,14.5415972,74.3256803,"lake, Karnataka, India",True
Sudanakere Lake,3688,14.5415972,74.3256803,"lake, Karnataka, India",True
Unakalkere Lake,3690,14.5415972,74.3256803,"lake, Karnataka, India",True
Vengaiyyanakere( Kr Puram Lake ),3603,13.0163074,77.7008762,"puram lake, Karnataka, India",True
Vibhuthipura Lake,4522,14.5415972,74.3256803,"lake, Karnataka, India",True
Viswaneedam Lake,4512,14.5415972,74.3256803,"lake, Karnataka, India",True
Yelachenahalli Lake,3638,14.5415972,74.3256803,"lake, Karnataka, India",True
Yelemallappa Shetty Lake,3605,14.5415972,74.3256803,"lake, Karnataka, India",True
Ainorakatte Kere,3670,12.3103805,76.6304982,"kere, Karnataka, India",True
Doddakere Tank(Kunigal),3653,13.0260158,77.0222704,"kunigal, Karnataka, India",True
Ganigarahosahallike Re Tank,3666,13.1632423,75.8608098,"tank, Karnataka, India",True
Garudacharpalya Tank,4518,13.1632423,75.8608098,"tank, Karnataka, India",True
Hanumanthapurakat Te Tank,3671,13.1632423,75.8608098,"tank, Karnataka, India",True
Jigani Tank,3642,13.1632423,75.8608098,"tank, Karnataka, India",True
Kempambudhi Tank,3591,13.1632423,75.8608098,"tank, Karnataka, India",True
Kokkanaghattadodda Kere Tank,3661,13.0099946,77.5737934,"kere tank, Karnataka, India",True
Kowdhenahalli Tank,4517,13.1632423,75.8608098,"tank, Karnataka, India",True
Makana (Kandali) Kere,3659,12.3103805,76.6304982,"kere, Karnataka, India",True
Matadakere Tank (Arasanakere),3697,,,,False
Mavinakere Tank,3560,13.1632423,75.8608098,"tank, Karnataka, India",True
Peremanahalli Kere,3669,12.3103805,76.6304982,"kere, Karnataka, India",True
Sahana Lake,3676,14.5415972,74.3256803,"lake, Karnataka, India",True
Sathenahallidoddake Re Tank,3667,13.1632423,75.8608098,"tank, Karnataka, India",True
Sharanabasaveshwar A Kere Tank,3677,13.0099946,77.5737934,"kere tank, Karnataka, India",True
Tubarahalli Tank,3610,13.1632423,75.8608098,"tank, Karnataka, India",True
Yediyur Tank,3592,13.1632423,75.8608098,"tank, Karnataka, India",True
"River Kali At U/S Of Wcpm, Dandeli",2780,15.2490284,74.6236037,"dandeli, Karnataka, India",True
River Kali At D/S West Coast Paper Mill (Wcpm),1444,,,"kali west coast paper mill wcpm, Karnataka, India",False
River Kumaradhara U/S Of Uppinagady Town Before Confluence With Nethravathi,1894,13.0898321,77.5424946,"nethravathi, Karnataka, India",True
River Netravathi At U/S Of Uppinangadi Town,3563,13.1016789,77.5756532,"town, Karnataka, India",True
River Manjeera At D/S Intake Point To Bidar City,1891,13.0222347,77.5671832,"city, Karnataka, India",True
River Krishna At U/S Of Ugarkhurd Barrage,1182,,,"krishna ugarkhurd, Karnataka, India",False
River Krishna At D/S Of Alamatti Dam,2781,16.3451718,75.8923516,"alamatti, Karnataka, India",True
River Krishna At Tintini Bridge,1028,,,"krishna tintini, Karnataka, India",False
River Krishna At D/S Of Devasagar Bdg.,1170,,,"krishna devasagar ., Karnataka, India",False
River Krishna At Asangi Village (Jamakandi Village),2763,12.9423718,77.6251542,"village, Karnataka, India",True
"River Bhima At Takli Near Karnataka Border, Village- Takali, Taluka- South Solapur, District- Solapur.",28,12.8851215,74.8809108,"solapur district solapur., Karnataka, India",True
River Bhima At D/S Of Road Bridge At Gangapur Village,1183,12.9423718,77.6251542,"village, Karnataka, India",True
River Bhima At Ferozabad Village (D/S),1184,12.9423718,77.6251542,"village, Karnataka, India",True
River Bhima At D/S Of Bdg. Near Yadgir,1167,16.5744123,76.9254434,"yadgir, Karnataka, India",True
River Ghataprabha At D/S Of Mudhol Road Cross Bdg.,1185,12.9529035,77.5158003,"cross, Karnataka, India",True
River Ghataprabha At W.A. Point To Gokak Town,1163,13.1016789,77.5756532,"town, Karnataka, India",True
River Ghatprabha Davalshwar Barrage Jackwell For Drinking Water Supply,4104,12.0093072,76.4070907,"drinking, Karnataka, India",True
River Malprabha At D/S Of Khanapur Village,1187,12.9423718,77.6251542,"village, Karnataka, India",True
"River Malaprabha At Water Abstraction Point To Hubli, Dharwad",1164,15.3707296,75.1332867,"dharwad, Karnataka, India",True
River Malaprabha At D/S Of Aihole Town,1186,13.1016789,77.5756532,"town, Karnataka, India",True
River Malaprabha At Badami Bridge,2764,15.9203874,75.6807865,"badami, Karnataka, India",True
River Tungabhadra At Haralahalli Bridge,1029,13.0236469,76.0551085,"haralahalli, Karnataka, India",True
River Tungabhadra At Ulenoor,29,,,"tungabhadra ulenoor, Karnataka, India",False
River Tungabhadra At U/S Of Harihar Polyfibers,2767,14.5313765,75.7863641,"polyfibers, Karnataka, India",True
River Tungabhadra At D/S Of Harihar Polyfibers,2768,14.5313765,75.7863641,"polyfibers, Karnataka, India",True
River Tungabhadra At Jackwell Point,2769,15.9648343,77.366508,"tungabhadra, Karnataka, India",True
River Tungabhadra At Harihar Water Supply Intake,2770,14.5153541,75.8110476,"harihar, Karnataka, India",True
River Tungabhadra At D/S Of Gangawathi,2776,,,"tungabhadra gangawathi, Karnataka, India",False
River Tungabhadra At New Bridge,2766,15.9648343,77.366508,"tungabhadra, Karnataka, India",True
River Tunga At D/S Of Shimoga Town,1168,13.1016789,77.5756532,"town, Karnataka, India",True
River Bhadra At D/S Of Bhadravathi,1387,13.8363715,75.6447514,"bhadra bhadravathi, Karnataka, India",True
"River Bhadra At D/S Of Kiocl Road Bridge, Near Holehunnur",1169,,,"bhadra kiocl holehunnur, Karnataka, India",False
River Bhadra At U/S Of Mpm,2765,13.4893942,75.5273902,"bhadra, Karnataka, India",True
River Bhadra At U/S Of Kiocl,2771,13.2097913,75.2503201,"kiocl, Karnataka, India",True
River Kagina At Shahabad Bridge,2777,17.220367,77.3708457,"kagina shahabad, Karnataka, India",True
"River Kagina At D/S Of Bridge Cum Barrage, Sadem",4500,,,"kagina cum sadem, Karnataka, India",False
River Cauvery At Napokulu Bdg (D/S),1198,,,"cauvery napokulu, Karnataka, India",False
River Cauvery At Kushal Nagar U/S (Near Baichanahalli),1195,12.4540512,75.9538266,"baichanahalli, Karnataka, India",True
"River Cauvery At Sri Rangapattanna, D/S Of Road Bdg.",1171,,,"cauvery sri rangapattanna ., Karnataka, India",False
River Cauvery At D/S Of Karekuara Village,1386,12.9423718,77.6251542,"village, Karnataka, India",True
River Cauvery At Bannur Bridge,2773,12.3053048,76.6959064,"cauvery bannur, Karnataka, India",True
River Cauvery At Ranganathittu,2774,12.4280703,76.653645,"ranganathittu, Karnataka, India",True
River Cauvery At Water Supply Intake Point To Srirangapatna,3568,12.4226442,76.6849312,"srirangapatna, Karnataka, India",True
River Cauvery At Water Supply Intake Point To Mysore,3576,12.3051828,76.6553609,"mysore, Karnataka, India",True
River Cauvery At Water Supply Intake Point At Tore Kadana Halli,3581,17.8401056,76.8684901,"halli, Karnataka, India",True
"River Cauvery D/S Bharachuki Falls, Sathegala, Kollegala",4099,12.170079,77.1462741,"kollegala, Karnataka, India",True
"River Cauvery D/S At Kanive Ramalingeswara Temple Bridge, Kushalanagar",4103,12.4585525,75.961437,"kushalanagar, Karnataka, India",True
"River Yagachi Near Pumping Station, Hassan City",1893,13.0222347,77.5671832,"city, Karnataka, India",True
River Hemavathi At D/S Of Holenarasipura Town At Ramadev Weir,1199,16.2163383,74.7515981,"weir, Karnataka, India",True
"River Shimsha At D/S Of Bridge, Halagur",1166,,,"shimsha halagur, Karnataka, India",False
"River Shimsha At D/S Of Highway Bridge, Yediyur",1200,13.1312237,77.6957681,"yediyur, Karnataka, India",True
River Shimsha At Water Supply Intake Point At Shivansamudra,3580,,,"shimsha shivansamudra, Karnataka, India",False
River Arkavathi At D/S Of Kanakapura,1165,12.5450268,77.4199095,"kanakapura, Karnataka, India",True
River Kabini At Saragur Village D/S,1197,12.9423718,77.6251542,"village, Karnataka, India",True
River Kabini At Water Intake Of Kiadb At Nanjangud,1445,12.1220681,76.6843409,"nanjangud, Karnataka, India",True
River Lakshmantirtha At D/S Of Hunsur Town,1196,13.1016789,77.5756532,"town, Karnataka, India",True
River Aghanashini Marigadde (Sirsi),4496,14.6192362,74.8388611,"sirsi, Karnataka, India",True
"River Gangavali River, Near Bridge, Ankola",4087,14.6453588,74.3319253,"ankola, Karnataka, India",True
"River Aghanashini , Near Bridge, Kumata",4088,14.4929598,74.4000564,"aghanashini kumata, Karnataka, India",True
River Sharavathi Near Bridge At Honnavara,4090,14.2810827,74.4446716,"honnavara, Karnataka, India",True
River Venkatpur Near Kadivinakatte Dam,4091,,,,False
"River Krishna At Almatti Dam Haveli , Old Jackwell Point, Bagalkote",5597,16.2903648,75.5915819,"bagalkote, Karnataka, India",True
River Krishna At D/S Of Narayanpura Dam,1181,15.4559068,74.9922057,"krishna narayanpura, Karnataka, India",True
"River Bhima Downstream, Dhulked Vill",5582,12.9305838,77.6920571,"vill, Karnataka, India",True
"River Bhadra D/S Mysore Paper Mill (Mpm), Bhadrawati, Shivamogga",4105,13.9326093,75.574978,"shivamogga, Karnataka, India",True
River Ghataprabha Davalshwar Barrage Jackwell For Drinking Water Supply,4104,12.0093072,76.4070907,"drinking, Karnataka, India",True
River Markandeya At Rakkasakoppa Resrvoir,4098,,,"markandeya rakkasakoppa resrvoir, Karnataka, India",False
River Tunga U/S Shivamogga City,4106,13.0222347,77.5671832,"city, Karnataka, India",True
River Tungabhadra At Nadiharalahalli,5591,14.5511708,75.7764583,"nadiharalahalli, Karnataka, India",True
River Tungabhadra At Airani,5592,14.6076899,75.8000811,"airani, Karnataka, India",True
River Tungabhadra At Hirebidari,5593,14.6398434,75.8072629,"hirebidari, Karnataka, India",True
River Tungabhadra At Konanathambige,5594,,,,False
River Tungabhadra At Somalapura,5595,12.9338902,76.4446775,"somalapura, Karnataka, India",True
River Tungabhadra At Kuruvathi,5596,,,,False
River Cauvery At Water Supply Intake Point At Shivansamudra,3580,,,,False
River Cauvery At Balmavati Bridge To Thandra Hole Tributary,5587,,,,False
River Cauvery D/S At Kondanagiri Bridge,5583,,,"cauvery kondanagiri, Karnataka, India",False
"River Cauvery D/S Of At Bethri Bridge , Murnad",5584,12.3162044,75.7528859,"murnad, Karnataka, India",True
"River Cauvery D/S Of At Nellu Dikeri Bridge, Siddapura",5585,14.3409562,74.8924253,"siddapura, Karnataka, India",True
"River Cauvery D/S Of At Dubare, Hanging Bridge (Theppa Da Kindi)",5586,12.4767157,77.2633632,"kindi, Karnataka, India",True
"River Cauvery At Ganjam Water Supply Intake Point Near Gosai Ghat, Srirangapatna",5590,12.4226442,76.6849312,"srirangapatna, Karnataka, India",True
"River Cauvery Atganjam Water Supply Intake Point Near Gosai Ghat, Srirangapatna,Maydya",5580,,,,False
"River Cauvery At Karighatta Nimishamba Temple Road Bridge Srirangapatna,Maydya",5579,,,,False
"River Cauvery At Mahadevpura Road Bridge,Maydya",5581,,,,False
River Arkavathi At D/S Of Kanakapura Town,1165,13.1016788,77.5756532,"town, Karnataka, India",True
River Arkavathi At Tippagondanahalli Reservoir,2778,12.9392713,77.5722595,"reservoir, Karnataka, India",True
River Arkavathi At Hesaraghatta Reservoir,2779,12.9392713,77.5722595,"reservoir, Karnataka, India",True
"River Shimsha Downstream Of Maddur Near Vydyanatheswara Temple Road Bridge,Maydya",5578,,,,False
"River Arkavathi At Manchanbele Reservoir, Manchanabale Dam",4501,13.4573369,77.7539148,"manchanabale, Karnataka, India",True
River Thenpennaiyar At Chokkarasanahalli Bridge (Bangalore),30053,12.9767936,77.590082,"bangalore, Karnataka, India",True
"Hejamdi End Point Near Blue Flog Beach Padubidri, Kaup Tq, Udupi , District",5771,13.0222347,77.5671832,"district, Karnataka, India",True
"Gujjarbettu, Kemmanu Asare Beach, Udupi Tq,",5772,13.5269784,74.8731879,"udupi, Karnataka, India",True
"Kota Padukere, Brahmavara Tq, Udupi Dist",5773,13.0222347,77.5671832,"dist, Karnataka, India",True
"Gangoli Harbour Kundapura, Udupi Dist",5774,13.0222347,77.5671832,"dist, Karnataka, India",True
"Someshwara Beach Byndoor Tq, Udupi",5775,13.5269784,74.8731879,"udupi, Karnataka, India",True
River Tungabhadra Atâ Airani,5592,14.6076899,75.8000811,"airani, Karnataka, India",True
River Tungabhadra Atâ Hirebidari,5593,14.6398434,75.8072629,"hirebidari, Karnataka, India",True
River Tungabhadra Atâ Konanathambige,5594,,,"tungabhadra atâ konanathambige, Karnataka, India",False
River Tungabhadra Atâ Kuruvathi,5596,,,"tungabhadra atâ kuruvathi, Karnataka, India",False
"River Â Cauvery At Ganjam Water Supply Intake Point Near Gosai Ghat, Srirangapatna",5590,12.4226442,76.6849312,"srirangapatna, Karnataka, India",True
"River Cauveryâ Atganjam Water Supply Intake Point Near Gosai Ghat, Srirangapatna,Maydya",5580,,,"cauveryâ atganjam gosai ghat srirangapatna maydya, Karnataka, India",False
"River Cauveryâ At Mahadevpura Road Bridge,Maydya",5581,,,"cauveryâ mahadevpura maydya, Karnataka, India",False
"River Shimsha Downstream Ofâ Maddur Near Vydyanatheswara Temple Road Bridge,Maydya",5578,,,"shimsha ofâ maddur vydyanatheswara temple maydya, Karnataka, India",False
