monitoring_location,stn_code,latitude,longitude,geocode_query,geocoded
"River Daman Ganga At D/S Of Gidc Weir, Near Nh-48, Vapi, Gujarat (Ut Of Daman,Diu,Dadar & Nagar Haveli And Gujarat)",30039,20.2843987,73.0994282,"nagar haveli gujarat, Gujarat, India",True
"River Damanganga At Kachigaon D\S (Daman),River Damanganga At Kachigaon Bridge",1246,,,,False
"River Damanganga At Kachigaon U\S At Gidc Wier,River Damanganga At Gidc Wier,",1150,,,,False
"River Triveni Sangam, Nr. Somnath Temple, Veraval, Dist. Junagadh.Near Triveni Sangam Ghat, At: Somnath, Tal: Veraval, Dist: Gir Somnath.",2082,20.9072148,70.3657008,"veraval dist: somnath., Gujarat, India",True
"River Vishwamitri Downstream Of At Khalipur Village, Before Meeting Jambuva Riverkhalipur Bridge- Vadodara",3204,22.2973142,73.1942567,"vadodara, Gujarat, India",True
"River Vishwamitri Upstream At Asod Bridge At N.H. 8 , Near Glden Chokdi, Asod Vemali Roadvillage: Asoj",3205,22.4643124,73.392092,"asoj, Gujarat, India",True
"Ahmedabad-1 Benrampurapirana Road, Ahmedabad",20015,23.0215374,72.5800568,"ahmedabad, Gujarat, India",True
"Ahmedabad-2 Narol Sarkhej Highwaynr. 35 Mld Stp, Narol-Sarkhej Highway, Vasna Ahmedabad",20016,23.0020055,72.5472413,"vasna ahmedabad, Gujarat, India",True
"Narmada Main Canal, Nr. Village. Limbadia, Dist. Gandhinagar.Narmada Canal At Limbadiya",2073,23.1247393,72.6853357,"limbadiya, Gujarat, India",True
"Tapi Canal At Village Umarwada, Near Gidc Estate Of Panoli.At Village Umarvada, Ta: Ankleshwar, Dist Bharuch",2074,21.6293206,72.9945103,"ankleshwar dist bharuch, Gujarat, India",True
"From Narmada Main Canal At Indorahmedabad Highway Bridge Near Village Motikantadi Tal, Godhra, Dist Panchmahalnarmada",4421,,,,False
River Mahi At Sherkhi Bridgesindhrot Bridge-Vadodara,3206,22.2973142,73.1942567,"vadodara, Gujarat, India",True
River Mahi At Dodkavillage : Prathampura,4415,,,,False
"River Mahi About 500 Meters D/S Of Kadana Dam Near Bridge, Panchmahal, Gujarat (Rajasthan And Gujarat)",30050,23.0552899,72.5969093,"gujarat rajasthan gujarat, Gujarat, India",True
"River Sabarmati At Gandhi Nagar Chiloda Bridge, Lekawada,",1407,,,,False
"River Sabarmati At Dharoi Dam, Dist. Mehsana.River Sabarmati Ta Dharoi Dam, Tal : Satalasana, Dist : Mehsana",2075,23.6013329,72.3899817,"dist mehsana, Gujarat, India",True
"River Sabarmati At Ahmedabad U/Shansol, Ahmedabad",10014,23.0215374,72.5800568,"ahmedabad, Gujarat, India",True
"River Sabarmaati At Kheroj Bridge, Sabarkantha, Ambaji Highway, Kheroj, Gujarat (Rajasthan And Gujarat)",30042,23.0552899,72.5969093,"gujarat rajasthan gujarat, Gujarat, India",True
"River Sabarmati At Ahmedabad D/Svill: Miroli,Taluka Dascroi, Ahmedabad,",10015,23.0215374,72.5800568,"ahmedabad, Gujarat, India",True
"River Sabarmati At Mahudi Jain Temple, 150 Km. Form Origin,",1482,23.8344451,71.5482993,"origin, Gujarat, India",True
"River Narmada At Navagam, Near Gora Colony, Kevadia, Gujarat (Gujarat And Madhya Pradesh)",30048,,,,False
"River Narmada At Zanor (Ntpc), Bharuchriver Narmada At Zanor (Ntpc), Bharuch",1981,21.8242754,73.1136745,"ntpc bharuch, Gujarat, India",True
"River Tapi Near Bardoli (Kapp Bridge) Bardolikakrapar,Surat",1983,21.2094892,72.8317058,"surat, Gujarat, India",True
"River Tapi At Kathore, (Nh-8 Bridge)River Tapi At Kathore, (Nh-8 Bridge) U/S Of Surat",47,21.2094892,72.8317058,"surat, Gujarat, India",True
"River Tapi At Surat U/S Kathore,River Tapi Near Limdeshwar Mahdev At Kathor",1248,21.2884575,72.94037,"kathor, Gujarat, India",True
"River Tapi At Rander Bridge, Suratrander,Surat",1982,21.2094892,72.8317058,"surat, Gujarat, India",True
"River Tapi At Ongc Bridge At Surat, Dist. Surathazira,Surat",2071,21.2094892,72.8317058,"surat, Gujarat, India",True
"River Tapi At Kukurmunda Bridge, Nizhar Road, Near Village Kukurmunda, Gujarat (Maharashtra And Gujarat)",30045,23.2354159,72.6661742,"maharashtra gujarat, Gujarat, India",True
"River Amravati At Village Dadhal , Ta Ankleshwar, Bharuchnr Railway Bridge, At Village Dhadhal , Ta: Ankleshwar, Dist Bharuch",3203,21.6293206,72.9945103,"ankleshwar dist bharuch, Gujarat, India",True
"River Kim At Sahol Bridge, Olpad Hansot Road, Dist. Suratsahol, Olpad Hansot Road, Sahol Bridge,Surat",2070,21.2094892,72.8317058,"surat, Gujarat, India",True
